user_id,query,dish_id,restaurant_id,user_pref_budget,user_pref_spice,clicked,ordered
2,something spicy and cheap under 200,728,182,350,mild,1,1
2,something spicy and cheap under 200,221,56,350,mild,1,0
2,something spicy and cheap under 200,259,65,350,mild,1,0
2,something spicy and cheap under 200,503,126,350,mild,1,0
2,healthy light dinner option,87,22,350,mild,1,0
2,healthy light dinner option,181,46,350,mild,1,1
2,healthy light dinner option,757,190,350,mild,1,0
2,healthy light dinner option,129,33,350,mild,1,0
2,healthy light dinner option,248,62,350,mild,1,0
2,healthy light dinner option,640,160,350,mild,1,1
2,healthy light dinner option,360,90,350,mild,1,0
2,healthy light dinner option,675,169,350,mild,0,0
2,healthy light dinner option,245,62,350,mild,0,0
2,healthy light dinner option,575,144,350,mild,1,0
2,street food cravings,713,179,350,mild,1,0
2,street food cravings,479,120,350,mild,0,0
2,street food cravings,192,48,350,mild,1,0
2,street food cravings,349,88,350,mild,1,0
2,street food cravings,223,56,350,mild,1,1
2,street food cravings,571,143,350,mild,1,0
2,street food cravings,275,69,350,mild,1,0
2,street food cravings,233,59,350,mild,0,0
2,street food cravings,454,114,350,mild,1,0
2,street food cravings,439,110,350,mild,1,1
3,cold coffee and snacks,186,47,150,medium,0,0
3,cold coffee and snacks,304,76,150,medium,1,1
3,cold coffee and snacks,322,81,150,medium,0,0
3,cold coffee and snacks,153,39,150,medium,0,0
3,cold coffee and snacks,358,90,150,medium,1,0
3,cold coffee and snacks,443,111,150,medium,0,0
3,cold coffee and snacks,369,93,150,medium,1,1
3,cold coffee and snacks,36,9,150,medium,1,0
3,cold coffee and snacks,790,198,150,medium,0,0
3,cold coffee and snacks,248,62,150,medium,0,0
3,something spicy and cheap under 200,736,184,150,medium,0,0
3,something spicy and cheap under 200,84,21,150,medium,1,0
3,something spicy and cheap under 200,563,141,150,medium,0,0
3,something spicy and cheap under 200,781,196,150,medium,1,1
3,something spicy and cheap under 200,374,94,150,medium,1,0
3,something spicy and cheap under 200,695,174,150,medium,0,0
3,something spicy and cheap under 200,122,31,150,medium,0,0
3,something spicy and cheap under 200,690,173,150,medium,0,0
3,something spicy and cheap under 200,508,127,150,medium,1,0
3,something spicy and cheap under 200,185,47,150,medium,1,0
3,cheesy comfort food,755,189,150,medium,1,1
3,cheesy comfort food,59,15,150,medium,1,1
3,cheesy comfort food,566,142,150,medium,1,0
3,cheesy comfort food,202,51,150,medium,0,0
3,cheesy comfort food,624,156,150,medium,0,0
3,cheesy comfort food,172,43,150,medium,0,0
3,cheesy comfort food,38,10,150,medium,1,0
3,cheesy comfort food,135,34,150,medium,0,0
3,cheesy comfort food,150,38,150,medium,1,1
3,cheesy comfort food,96,24,150,medium,1,1
3,street food cravings,388,97,150,medium,0,0
3,street food cravings,532,133,150,medium,0,0
3,street food cravings,530,133,150,medium,1,1
3,street food cravings,429,108,150,medium,1,1
3,street food cravings,767,192,150,medium,1,1
3,street food cravings,505,127,150,medium,0,0
3,street food cravings,571,143,150,medium,1,0
3,street food cravings,727,182,150,medium,1,0
3,street food cravings,154,39,150,medium,0,0
3,street food cravings,785,197,150,medium,0,0
3,biryani under 300 rupees,477,120,150,medium,0,0
3,biryani under 300 rupees,144,36,150,medium,0,0
3,biryani under 300 rupees,609,153,150,medium,1,0
3,biryani under 300 rupees,175,44,150,medium,0,0
3,biryani under 300 rupees,628,157,150,medium,0,0
3,biryani under 300 rupees,182,46,150,medium,1,1
3,biryani under 300 rupees,53,14,150,medium,0,0
3,biryani under 300 rupees,720,180,150,medium,1,1
3,biryani under 300 rupees,261,66,150,medium,1,1
3,biryani under 300 rupees,653,164,150,medium,1,1
3,cold coffee and snacks,681,171,150,medium,1,1
3,cold coffee and snacks,375,94,150,medium,0,0
3,cold coffee and snacks,636,159,150,medium,1,0
3,cold coffee and snacks,246,62,150,medium,1,0
3,cold coffee and snacks,234,59,150,medium,1,1
3,cold coffee and snacks,311,78,150,medium,1,1
3,cold coffee and snacks,374,94,150,medium,1,0
3,cold coffee and snacks,262,66,150,medium,1,1
3,cold coffee and snacks,510,128,150,medium,1,1
3,cold coffee and snacks,730,183,150,medium,1,0
3,cheesy comfort food,696,174,150,medium,1,0
3,cheesy comfort food,244,61,150,medium,1,1
3,cheesy comfort food,137,35,150,medium,1,0
3,cheesy comfort food,579,145,150,medium,0,0
3,cheesy comfort food,177,45,150,medium,1,0
3,cheesy comfort food,607,152,150,medium,1,1
3,cheesy comfort food,705,177,150,medium,1,1
3,cheesy comfort food,624,156,150,medium,0,0
3,cheesy comfort food,317,80,150,medium,1,0
3,cheesy comfort food,377,95,150,medium,0,0
3,cheesy comfort food,542,136,150,medium,1,1
3,cheesy comfort food,100,25,150,medium,0,0
3,cheesy comfort food,150,38,150,medium,1,0
3,cheesy comfort food,76,19,150,medium,0,0
3,cheesy comfort food,760,190,150,medium,1,1
3,cheesy comfort food,738,185,150,medium,0,0
3,cheesy comfort food,98,25,150,medium,0,0
3,cheesy comfort food,233,59,150,medium,1,1
3,cheesy comfort food,673,169,150,medium,1,1
3,cheesy comfort food,533,134,150,medium,0,0
4,biryani under 300 rupees,416,104,500,spicy,1,0
4,biryani under 300 rupees,144,36,500,spicy,1,0
4,biryani under 300 rupees,701,176,500,spicy,1,0
4,biryani under 300 rupees,157,40,500,spicy,1,1
4,biryani under 300 rupees,48,12,500,spicy,0,0
4,biryani under 300 rupees,607,152,500,spicy,1,1
4,biryani under 300 rupees,685,172,500,spicy,1,0
4,biryani under 300 rupees,771,193,500,spicy,1,1
4,biryani under 300 rupees,142,36,500,spicy,1,1
4,biryani under 300 rupees,761,191,500,spicy,1,0
4,cheesy comfort food,547,137,500,spicy,1,1
4,cheesy comfort food,84,21,500,spicy,1,1
4,cheesy comfort food,303,76,500,spicy,1,1
4,cheesy comfort food,102,26,500,spicy,1,1
4,cheesy comfort food,429,108,500,spicy,1,1
4,cheesy comfort food,88,22,500,spicy,1,0
4,cheesy comfort food,657,165,500,spicy,1,1
4,cheesy comfort food,197,50,500,spicy,1,1
4,cheesy comfort food,762,191,500,spicy,1,0
4,cheesy comfort food,40,10,500,spicy,0,0
4,something spicy and cheap under 200,387,97,500,spicy,1,0
4,something spicy and cheap under 200,74,19,500,spicy,1,0
4,something spicy and cheap under 200,77,20,500,spicy,1,0
4,something spicy and cheap under 200,459,115,500,spicy,1,1
4,something spicy and cheap under 200,603,151,500,spicy,1,0
4,something spicy and cheap under 200,767,192,500,spicy,0,0
4,something spicy and cheap under 200,746,187,500,spicy,1,0
4,something spicy and cheap under 200,132,33,500,spicy,1,1
4,something spicy and cheap under 200,555,139,500,spicy,1,1
4,something spicy and cheap under 200,129,33,500,spicy,1,0
4,cheesy comfort food,141,36,500,spicy,0,0
4,cheesy comfort food,637,160,500,spicy,1,1
4,cheesy comfort food,442,111,500,spicy,1,0
4,cheesy comfort food,46,12,500,spicy,1,1
4,cheesy comfort food,458,115,500,spicy,0,0
4,cheesy comfort food,781,196,500,spicy,1,0
4,cheesy comfort food,452,113,500,spicy,0,0
4,cheesy comfort food,224,56,500,spicy,1,0
4,cheesy comfort food,799,200,500,spicy,1,0
4,cheesy comfort food,511,128,500,spicy,1,0
4,cold coffee and snacks,622,156,500,spicy,1,0
4,cold coffee and snacks,327,82,500,spicy,1,1
4,cold coffee and snacks,406,102,500,spicy,1,0
4,cold coffee and snacks,249,63,500,spicy,1,0
4,cold coffee and snacks,616,154,500,spicy,1,0
4,cold coffee and snacks,617,155,500,spicy,1,1
4,cold coffee and snacks,442,111,500,spicy,1,1
4,cold coffee and snacks,758,190,500,spicy,1,0
4,cold coffee and snacks,126,32,500,spicy,1,1
4,cold coffee and snacks,753,189,500,spicy,1,1
4,healthy light dinner option,215,54,500,spicy,1,1
4,healthy light dinner option,356,89,500,spicy,1,0
4,healthy light dinner option,468,117,500,spicy,1,1
4,healthy light dinner option,740,185,500,spicy,1,0
4,healthy light dinner option,622,156,500,spicy,1,0
4,healthy light dinner option,416,104,500,spicy,0,0
4,healthy light dinner option,99,25,500,spicy,1,0
4,healthy light dinner option,565,142,500,spicy,1,0
4,healthy light dinner option,49,13,500,spicy,1,1
4,healthy light dinner option,635,159,500,spicy,0,0
4,sweet dessert to end the meal,151,38,500,spicy,0,0
4,sweet dessert to end the meal,212,53,500,spicy,1,0
4,sweet dessert to end the meal,643,161,500,spicy,1,1
4,sweet dessert to end the meal,407,102,500,spicy,1,0
4,sweet dessert to end the meal,577,145,500,spicy,1,0
4,sweet dessert to end the meal,389,98,500,spicy,1,1
4,sweet dessert to end the meal,472,118,500,spicy,1,0
4,sweet dessert to end the meal,135,34,500,spicy,0,0
4,sweet dessert to end the meal,729,183,500,spicy,1,0
4,sweet dessert to end the meal,337,85,500,spicy,1,0
4,biryani under 300 rupees,43,11,500,spicy,1,1
4,biryani under 300 rupees,163,41,500,spicy,1,0
4,biryani under 300 rupees,109,28,500,spicy,1,1
4,biryani under 300 rupees,133,34,500,spicy,1,1
4,biryani under 300 rupees,284,71,500,spicy,1,0
4,biryani under 300 rupees,402,101,500,spicy,1,0
4,biryani under 300 rupees,120,30,500,spicy,1,1
4,biryani under 300 rupees,527,132,500,spicy,1,1
4,biryani under 300 rupees,290,73,500,spicy,1,0
4,biryani under 300 rupees,508,127,500,spicy,1,1
5,healthy light dinner option,449,113,250,medium,1,0
5,healthy light dinner option,373,94,250,medium,1,0
5,healthy light dinner option,232,58,250,medium,1,0
5,healthy light dinner option,503,126,250,medium,1,1
5,healthy light dinner option,676,169,250,medium,1,0
5,healthy light dinner option,91,23,250,medium,1,0
5,healthy light dinner option,54,14,250,medium,1,0
5,healthy light dinner option,247,62,250,medium,1,0
5,healthy light dinner option,794,199,250,medium,1,0
5,healthy light dinner option,758,190,250,medium,0,0
5,healthy light dinner option,439,110,250,medium,0,0
5,healthy light dinner option,643,161,250,medium,0,0
5,healthy light dinner option,409,103,250,medium,0,0
5,healthy light dinner option,191,48,250,medium,1,0
5,healthy light dinner option,534,134,250,medium,1,1
5,healthy light dinner option,768,192,250,medium,1,0
5,healthy light dinner option,544,136,250,medium,1,1
5,healthy light dinner option,614,154,250,medium,0,0
5,healthy light dinner option,525,132,250,medium,0,0
5,healthy light dinner option,571,143,250,medium,0,0
5,vegan friendly dinner,701,176,250,medium,1,0
5,vegan friendly dinner,84,21,250,medium,1,0
5,vegan friendly dinner,451,113,250,medium,0,0
5,vegan friendly dinner,393,99,250,medium,0,0
5,vegan friendly dinner,24,6,250,medium,1,0
5,vegan friendly dinner,702,176,250,medium,1,0
5,vegan friendly dinner,147,37,250,medium,0,0
5,vegan friendly dinner,641,161,250,medium,1,1
5,vegan friendly dinner,7,2,250,medium,1,1
5,vegan friendly dinner,550,138,250,medium,1,1
5,mild non spicy food for kids,617,155,250,medium,1,0
5,mild non spicy food for kids,232,58,250,medium,1,0
5,mild non spicy food for kids,126,32,250,medium,0,0
5,mild non spicy food for kids,594,149,250,medium,1,0
5,mild non spicy food for kids,536,134,250,medium,1,1
5,mild non spicy food for kids,776,194,250,medium,1,1
5,mild non spicy food for kids,325,82,250,medium,1,1
5,mild non spicy food for kids,627,157,250,medium,0,0
5,mild non spicy food for kids,404,101,250,medium,1,1
5,mild non spicy food for kids,590,148,250,medium,0,0
5,quick breakfast idea,561,141,250,medium,1,0
5,quick breakfast idea,689,173,250,medium,1,1
5,quick breakfast idea,615,154,250,medium,1,0
5,quick breakfast idea,559,140,250,medium,0,0
5,quick breakfast idea,755,189,250,medium,1,0
5,quick breakfast idea,635,159,250,medium,1,0
5,quick breakfast idea,404,101,250,medium,1,0
5,quick breakfast idea,60,15,250,medium,1,1
5,quick breakfast idea,697,175,250,medium,0,0
5,quick breakfast idea,366,92,250,medium,1,0
5,quick breakfast idea,589,148,250,medium,1,0
5,quick breakfast idea,197,50,250,medium,1,1
5,quick breakfast idea,235,59,250,medium,0,0
5,quick breakfast idea,245,62,250,medium,1,0
5,quick breakfast idea,138,35,250,medium,1,0
5,quick breakfast idea,338,85,250,medium,1,0
5,quick breakfast idea,301,76,250,medium,1,0
5,quick breakfast idea,747,187,250,medium,1,0
5,quick breakfast idea,527,132,250,medium,1,1
5,quick breakfast idea,348,87,250,medium,1,0
5,something spicy and cheap under 200,598,150,250,medium,0,0
5,something spicy and cheap under 200,227,57,250,medium,1,0
5,something spicy and cheap under 200,603,151,250,medium,0,0
5,something spicy and cheap under 200,390,98,250,medium,0,0
5,something spicy and cheap under 200,79,20,250,medium,0,0
5,something spicy and cheap under 200,141,36,250,medium,1,0
5,something spicy and cheap under 200,285,72,250,medium,1,0
5,something spicy and cheap under 200,17,5,250,medium,1,0
5,something spicy and cheap under 200,568,142,250,medium,1,0
5,something spicy and cheap under 200,289,73,250,medium,0,0
5,healthy light dinner option,107,27,250,medium,1,1
5,healthy light dinner option,613,154,250,medium,1,0
5,healthy light dinner option,48,12,250,medium,1,1
5,healthy light dinner option,49,13,250,medium,0,0
5,healthy light dinner option,269,68,250,medium,1,0
5,healthy light dinner option,195,49,250,medium,0,0
5,healthy light dinner option,264,66,250,medium,1,0
5,healthy light dinner option,527,132,250,medium,1,0
5,healthy light dinner option,59,15,250,medium,1,1
5,healthy light dinner option,130,33,250,medium,1,0
6,cheesy comfort food,43,11,500,very spicy,1,1
6,cheesy comfort food,248,62,500,very spicy,1,0
6,cheesy comfort food,610,153,500,very spicy,1,0
6,cheesy comfort food,65,17,500,very spicy,1,0
6,cheesy comfort food,798,200,500,very spicy,1,0
6,cheesy comfort food,125,32,500,very spicy,1,1
6,cheesy comfort food,32,8,500,very spicy,1,1
6,cheesy comfort food,354,89,500,very spicy,1,0
6,cheesy comfort food,325,82,500,very spicy,1,1
6,cheesy comfort food,110,28,500,very spicy,1,1
6,something spicy and cheap under 200,139,35,500,very spicy,1,1
6,something spicy and cheap under 200,487,122,500,very spicy,1,1
6,something spicy and cheap under 200,389,98,500,very spicy,1,0
6,something spicy and cheap under 200,616,154,500,very spicy,0,0
6,something spicy and cheap under 200,702,176,500,very spicy,1,0
6,something spicy and cheap under 200,667,167,500,very spicy,1,0
6,something spicy and cheap under 200,255,64,500,very spicy,1,1
6,something spicy and cheap under 200,800,200,500,very spicy,1,0
6,something spicy and cheap under 200,789,198,500,very spicy,1,1
6,something spicy and cheap under 200,720,180,500,very spicy,1,1
6,vegan friendly dinner,651,163,500,very spicy,1,1
6,vegan friendly dinner,717,180,500,very spicy,1,1
6,vegan friendly dinner,376,94,500,very spicy,1,0
6,vegan friendly dinner,270,68,500,very spicy,1,0
6,vegan friendly dinner,572,143,500,very spicy,1,0
6,vegan friendly dinner,393,99,500,very spicy,1,0
6,vegan friendly dinner,716,179,500,very spicy,1,0
6,vegan friendly dinner,748,187,500,very spicy,1,0
6,vegan friendly dinner,324,81,500,very spicy,0,0
6,vegan friendly dinner,397,100,500,very spicy,1,0
6,quick breakfast idea,177,45,500,very spicy,0,0
6,quick breakfast idea,74,19,500,very spicy,1,0
6,quick breakfast idea,398,100,500,very spicy,1,0
6,quick breakfast idea,488,122,500,very spicy,0,0
6,quick breakfast idea,69,18,500,very spicy,1,1
6,quick breakfast idea,163,41,500,very spicy,1,1
6,quick breakfast idea,743,186,500,very spicy,1,0
6,quick breakfast idea,578,145,500,very spicy,1,1
6,quick breakfast idea,789,198,500,very spicy,0,0
6,quick breakfast idea,259,65,500,very spicy,1,0
6,sweet dessert to end the meal,247,62,500,very spicy,1,0
6,sweet dessert to end the meal,330,83,500,very spicy,0,0
6,sweet dessert to end the meal,427,107,500,very spicy,1,0
6,sweet dessert to end the meal,282,71,500,very spicy,1,0
6,sweet dessert to end the meal,519,130,500,very spicy,1,1
6,sweet dessert to end the meal,506,127,500,very spicy,0,0
6,sweet dessert to end the meal,155,39,500,very spicy,1,0
6,sweet dessert to end the meal,533,134,500,very spicy,1,1
6,sweet dessert to end the meal,93,24,500,very spicy,0,0
6,sweet dessert to end the meal,452,113,500,very spicy,1,0
6,street food cravings,551,138,500,very spicy,1,1
6,street food cravings,469,118,500,very spicy,1,1
6,street food cravings,430,108,500,very spicy,1,0
6,street food cravings,434,109,500,very spicy,1,1
6,street food cravings,248,62,500,very spicy,1,0
6,street food cravings,383,96,500,very spicy,1,0
6,street food cravings,16,4,500,very spicy,1,1
6,street food cravings,371,93,500,very spicy,1,0
6,street food cravings,648,162,500,very spicy,0,0
6,street food cravings,391,98,500,very spicy,1,0
6,cold coffee and snacks,312,78,500,very spicy,1,0
6,cold coffee and snacks,248,62,500,very spicy,1,0
6,cold coffee and snacks,290,73,500,very spicy,1,0
6,cold coffee and snacks,409,103,500,very spicy,0,0
6,cold coffee and snacks,546,137,500,very spicy,1,0
6,cold coffee and snacks,795,199,500,very spicy,1,0
6,cold coffee and snacks,517,130,500,very spicy,1,0
6,cold coffee and snacks,46,12,500,very spicy,1,1
6,cold coffee and snacks,299,75,500,very spicy,1,1
6,cold coffee and snacks,112,28,500,very spicy,1,1
6,healthy light dinner option,657,165,500,very spicy,1,0
6,healthy light dinner option,788,197,500,very spicy,1,0
6,healthy light dinner option,460,115,500,very spicy,1,0
6,healthy light dinner option,232,58,500,very spicy,1,0
6,healthy light dinner option,158,40,500,very spicy,1,0
6,healthy light dinner option,125,32,500,very spicy,1,0
6,healthy light dinner option,480,120,500,very spicy,1,0
6,healthy light dinner option,432,108,500,very spicy,1,1
6,healthy light dinner option,7,2,500,very spicy,1,1
6,healthy light dinner option,695,174,500,very spicy,1,1
7,cheesy comfort food,313,79,250,mild,1,0
7,cheesy comfort food,283,71,250,mild,0,0
7,cheesy comfort food,558,140,250,mild,1,0
7,cheesy comfort food,735,184,250,mild,1,0
7,cheesy comfort food,692,173,250,mild,0,0
7,cheesy comfort food,147,37,250,mild,1,0
7,cheesy comfort food,196,49,250,mild,1,0
7,cheesy comfort food,81,21,250,mild,1,1
7,cheesy comfort food,200,50,250,mild,0,0
7,cheesy comfort food,468,117,250,mild,1,0
7,cold coffee and snacks,758,190,250,mild,1,1
7,cold coffee and snacks,56,14,250,mild,1,1
7,cold coffee and snacks,331,83,250,mild,1,0
7,cold coffee and snacks,521,131,250,mild,1,1
7,cold coffee and snacks,586,147,250,mild,1,0
7,cold coffee and snacks,770,193,250,mild,1,0
7,cold coffee and snacks,655,164,250,mild,1,1
7,cold coffee and snacks,485,122,250,mild,0,0
7,cold coffee and snacks,745,187,250,mild,1,1
7,cold coffee and snacks,403,101,250,mild,0,0
7,healthy light dinner option,292,73,250,mild,1,0
7,healthy light dinner option,419,105,250,mild,1,1
7,healthy light dinner option,40,10,250,mild,0,0
7,healthy light dinner option,288,72,250,mild,0,0
7,healthy light dinner option,428,107,250,mild,0,0
7,healthy light dinner option,716,179,250,mild,1,0
7,healthy light dinner option,442,111,250,mild,1,0
7,healthy light dinner option,714,179,250,mild,1,0
7,healthy light dinner option,376,94,250,mild,0,0
7,healthy light dinner option,611,153,250,mild,1,1
7,quick breakfast idea,508,127,250,mild,1,0
7,quick breakfast idea,21,6,250,mild,1,1
7,quick breakfast idea,441,111,250,mild,0,0
7,quick breakfast idea,604,151,250,mild,1,0
7,quick breakfast idea,681,171,250,mild,0,0
7,quick breakfast idea,100,25,250,mild,0,0
7,quick breakfast idea,101,26,250,mild,1,1
7,quick breakfast idea,298,75,250,mild,1,1
7,quick breakfast idea,388,97,250,mild,1,1
7,quick breakfast idea,98,25,250,mild,1,1
7,cold coffee and snacks,22,6,250,mild,1,0
7,cold coffee and snacks,324,81,250,mild,0,0
7,cold coffee and snacks,484,121,250,mild,1,0
7,cold coffee and snacks,165,42,250,mild,0,0
7,cold coffee and snacks,533,134,250,mild,1,0
7,cold coffee and snacks,673,169,250,mild,1,0
7,cold coffee and snacks,679,170,250,mild,0,0
7,cold coffee and snacks,43,11,250,mild,1,0
7,cold coffee and snacks,152,38,250,mild,1,0
7,cold coffee and snacks,180,45,250,mild,0,0
7,street food cravings,264,66,250,mild,1,0
7,street food cravings,5,2,250,mild,0,0
7,street food cravings,656,164,250,mild,1,0
7,street food cravings,104,26,250,mild,1,0
7,street food cravings,735,184,250,mild,0,0
7,street food cravings,43,11,250,mild,1,1
7,street food cravings,750,188,250,mild,1,1
7,street food cravings,649,163,250,mild,0,0
7,street food cravings,666,167,250,mild,1,0
7,street food cravings,785,197,250,mild,1,0
7,biryani under 300 rupees,455,114,250,mild,0,0
7,biryani under 300 rupees,744,186,250,mild,1,1
7,biryani under 300 rupees,247,62,250,mild,1,0
7,biryani under 300 rupees,795,199,250,mild,1,0
7,biryani under 300 rupees,341,86,250,mild,1,1
7,biryani under 300 rupees,681,171,250,mild,0,0
7,biryani under 300 rupees,507,127,250,mild,1,0
7,biryani under 300 rupees,583,146,250,mild,1,0
7,biryani under 300 rupees,332,83,250,mild,1,0
7,biryani under 300 rupees,430,108,250,mild,1,0
7,vegan friendly dinner,364,91,250,mild,1,1
7,vegan friendly dinner,381,96,250,mild,1,1
7,vegan friendly dinner,89,23,250,mild,0,0
7,vegan friendly dinner,98,25,250,mild,1,1
7,vegan friendly dinner,369,93,250,mild,1,0
7,vegan friendly dinner,505,127,250,mild,1,0
7,vegan friendly dinner,745,187,250,mild,1,0
